MIM Orpha;
617115 289586;
617116 98820;
617118 98820;
617119 110;
617120 475;
617121 220493;475;
617123 791;
617125 88616;
617132 442835;
617137 1826;
617141 250923;
617142 250923;
617143 590;98914;
617153 442835;
617157 464288;
617162 442835;
617166 442835;
617168 91387;
617169 821;
617171 468620;
617174 75392;
