Transcript(ucsc/known) exons start end
uc021rik.1 1 38450534 38450641
uc021ril.1 1 40238170 40238272
uc021rim.1 6 40768645 40794639
uc021rio.1 1 40981258 40981577
uc021rip.1 1 41301963 41302011
uc021ris.1 1 41634873 41634945
uc021rit.1 1 41837977 41838027
uc021riu.1 1 41928692 41928795
uc021riv.1 1 42030060 42030132
uc021riw.1 1 42482786 42482874
uc021rix.1 4 42535304 42555701
uc021rjb.1 3 45150031 45154568
uc021rjc.1 3 45373639 45383766
uc021rjd.1 1 45492061 45492133
uc021rjh.1 3 45961719 45965618
uc021rji.1 1 46306215 46306511
uc021rjk.1 1 48033074 48033369
uc021rjp.1 1 50570550 50570637
uc021rjr.1 1 50623162 50623184
uc021rjs.1 1 50892230 50892281
uc021rjt.1 1 51601882 51601988
uc021rju.1 1 52126724 52126803
uc021rjw.1 1 52602940 52605241
uc021rjz.1 1 53384184 53384275
uc021rka.1 1 53832211 53832508
uc021rkb.1 1 54886106 54886183
uc021rkc.1 1 57459417 57459736
uc021rkd.1 1 58458549 58458621
uc021rke.1 1 61211096 61211118
uc021rkf.1 1 61363693 61363795
uc021rkg.1 1 61773931 61774014
uc021rkh.1 1 67204846 67204908
uc021rki.1 1 71275862 71275933
uc021rkj.1 11 72012097 72441330
uc021rkm.1 1 73028039 73028105
uc021rkn.1 1 73160817 73160948
uc021rko.1 1 74766673 74766773
uc021rkq.1 31 76210458 76434006
uc021rkr.1 1 77572124 77572204
uc021rks.1 83 77618791 77901177
uc021rkt.1 1 78197506 78197607
uc021rku.1 1 78234118 78234146
uc021rkv.1 1 78272146 78272251
uc021rkw.1 1 79442248 79442273
uc021rkx.1 1 79845266 79845318
uc021rky.1 1 80213163 80213246
uc021rlb.1 1 88270919 88270995
uc021rld.1 1 90883435 90883531
uc021rle.1 1 91434019 91434123
uc021rlg.1 1 92003498 92003521
uc021rlh.1 1 92238187 92238295
uc021rli.1 1 94677723 94677852
uc021rlj.1 1 95201903 95201976
uc021rll.1 1 95289243 95289339
uc021rlm.1 1 95303650 95303783
uc021rln.1 1 96732473 96732581
uc021rlo.1 1 96821805 96822102
uc021rlp.1 1 97600471 97600508
uc021rlq.1 1 97618194 97618268
uc021rls.1 1 98856088 98856446
uc021rlt.1 1 98860777 98860854
uc021rlu.1 1 98929726 98930183
uc021rlv.1 1 98930183 98930408
uc021rlx.1 1 99857961 99858260
uc021rly.1 2 99868261 100058554
uc021rmb.1 1 100008384 100008482
uc021rmc.1 1 100295312 100295403
uc021rme.1 1 102619991 102620096
uc021rmf.1 1 102698283 102698354
uc021rmg.1 1 103046927 103048055
uc021rmh.1 7 106111405 106158030
uc021rmi.1 1 106807720 106807839
uc021rmj.1 1 107973242 107973311
uc021rmm.1 1 108953559 108953679
uc021rmv.1 20 113863930 113919392
uc021rmw.1 2 114567149 114569805
uc021rmy.1 1 19595543 19595584
uc021rmz.1 1 19596015 19596045
uc021rna.1 1 19596711 19596739
uc021rnb.1 1 19597269 19597306
uc021rnc.1 1 19598183 19598223
uc021rnd.1 1 19598413 19598450
uc021rne.1 1 19598480 19598521
uc021rnf.1 1 19598951 19598981
uc021rng.1 1 19599647 19599675
uc021rnh.1 1 19600275 19600303
uc021rni.1 1 19603728 19603768
uc021rnk.1 1 19972655 19972695
uc021rnl.1 1 19976262 19976303
uc021rnm.1 1 19976879 19976907
uc021rnn.1 1 19978033 19978074
uc021rno.1 2 20181062 20182491
uc021rnq.1 1 20791337 20791485
uc021rnr.1 5 20923289 20925931
uc021rnv.1 1 21077494 21077566
uc021rnw.1 1 21078290 21078372
uc021rnx.1 1 21081559 21081631
uc021rny.1 1 21081948 21082021
uc021rnz.1 1 21093528 21093610
uc021roa.1 1 21099318 21099391
uc021rob.1 1 21101164 21101236
uc021roc.1 1 21121257 21121351
uc021rod.1 1 21125622 21125716
uc021roe.1 1 21128116 21128210
uc021rof.1 1 21131350 21131444
uc021rog.1 1 21145177 21145259
uc021roh.1 1 21149848 21149921
uc021roi.1 1 21151431 21151520
uc021roj.1 1 21152174 21152246
uc021ror.1 2 21387499 21388335
uc021row.1 1 21897665 21897965
uc021roz.1 2 22180545 22181065
uc021rpa.1 3 22192007 22447356
uc021rpg.1 3 22336979 22733726
uc021rpj.2 3 22362569 22534581
uc021rpl.1 4 22409325 22947923
uc021rpm.1 2 22433697 22434291
uc021rpo.1 2 22508842 22509396
uc021rpv.1 3 22670486 22981890
uc021rpy.1 1 22948513 22948571
uc021rqe.1 1 22971217 22971276
uc021rqf.1 1 22972735 22972797
uc021rqg.1 1 22974098 22974153
uc021rql.1 1 22991013 22991078
uc021rqs.1 1 23398909 23398982
uc021rqw.1 1 23625517 23625623
uc021rqy.1 1 23887195 23887272
uc021rrk.1 2 24549315 24551155
uc021rrm.1 7 24682614 24701576
uc021rro.1 2 24740431 24768057
uc021rrr.1 1 26641372 26641456
uc021rrs.1 1 27377847 27377931
uc021rru.1 1 29063026 29063048
uc021rrv.1 2 29896116 30174608
uc021rrw.1 1 30281121 30281224
uc021rrx.1 1 31483851 31483948
uc021rsa.1 2 31952149 31957151
uc021rsc.1 1 32236815 32236886
uc021rsd.1 1 32770782 32770861
uc021rse.1 1 32954301 32954322
uc021rsg.1 1 37421513 37421596
uc021rsh.2 1 37641230 37642998
uc021rsk.1 1 42063665 42063794
uc021rsl.1 1 47429625 47429749
uc021rsn.1 1 48230197 48230307
uc021rso.1 1 49410649 49410717
uc021rsp.1 1 50053297 50053598
uc021rst.1 1 50329266 50329567
uc021rsz.1 1 51311342 51311430
uc021rta.1 5 51800110 51832275
uc021rtb.1 1 51989581 51989685
uc021rtc.1 1 52116235 52118462
uc021rtd.1 1 52190820 52190927
uc021rtf.1 7 54941208 54955744
uc021rtg.1 1 55325932 55326048
uc021rth.1 1 55344830 55344911
uc021rtl.1 1 56542198 56542282
uc021rtp.1 8 58030639 58332592
uc021rtq.1 1 58080535 58080610
uc021rts.1 1 58706612 58706685
uc021rtv.1 1 59237871 59237955
uc021rtw.1 20 59971784 60043549
uc021rtx.1 1 60793599 60793619
uc021rty.1 1 61729678 61729750
uc021rtz.1 3 62037257 62121431
uc021ruc.1 1 62213756 62215807
uc021rud.1 4 63779548 63785593
uc021rue.1 1 63945989 63946131
uc021rug.1 1 64086261 64086281
uc021ruj.2 2 64812190 64814329
uc021run.1 1 65295224 65295308
uc021ruo.1 1 65376205 65376498
uc021ruq.2 2 65405869 65409623
uc021ruu.1 1 65511405 65511487
uc021ruv.1 3 65556635 65561029
uc021ruw.1 1 65801835 65801901
uc021rux.1 1 65937819 65937904
uc021ruz.1 1 66644244 66644353
uc021rva.1 1 67726943 67727048
uc021rvc.1 1 68217943 68218261
uc021rvd.1 1 68702958 68703256
uc021rve.1 3 69254371 69262960
uc021rvf.1 1 69262512 69263011
uc021rvk.1 1 70232999 70234430
uc021rvn.1 6 70791797 70883807
uc021rvp.1 1 70827608 70827805
uc021rvr.1 2 70935595 70950473
uc021rvt.1 1 71915405 71915676
uc021rvu.1 1 72207057 72207946
uc021rwd.1 1 73429678 73429750
uc021rwf.2 17 73945188 74025651
uc021rwg.1 1 74055528 74055601
uc021rwh.1 1 74126266 74126363
uc021rwi.1 1 74225449 74225522
uc021rwj.1 1 74324763 74324868
uc021rwn.1 1 75178653 75178748
uc021rwq.1 1 75737402 75737483
uc021rwr.1 1 77190665 77190752
uc021rws.1 1 77732560 77732633
uc021rwv.1 3 78227172 78236085
uc021rwx.1 1 78644145 78644264
uc021rwy.1 1 78700837 78700910
uc021rwz.1 1 79084211 79084295
uc021rxb.1 2 80663867 80677970
uc021rxc.1 1 82457595 82457669
uc021rxd.1 1 85651933 85652016
uc021rxe.1 1 85655239 85655563
uc021rxg.1 1 88462688 88462792
uc021rxi.1 1 88601884 88601954
uc021rxj.1 1 88604268 88604302
uc021rxk.1 1 88605277 88605305
uc021rxl.1 1 88605605 88605645
uc021rxm.1 1 88605708 88605738
uc021rxo.1 1 88606781 88606811
uc021rxp.1 1 88614390 88614421
uc021rxq.1 1 88614563 88614609
uc021rxr.1 1 88614676 88614713
uc021rxs.1 1 88614800 88614834
uc021rxu.1 1 88618967 88618998
uc021rxv.1 1 88619744 88619778
uc021rxw.1 1 88620908 88620938
uc021rxx.1 1 88621024 88621054
uc021rxy.1 1 88623048 88623079
uc021rxz.1 1 88623086 88623116
uc021rya.1 1 88624518 88624553
uc021ryb.1 1 88625098 88626334
uc021ryc.1 1 88629372 88629431
uc021ryd.1 1 88631268 88631298
uc021rye.1 1 88634281 88634314
uc021ryf.1 43 89081173 89259096
uc021ryh.1 1 89445441 89445514
uc021ryi.1 1 90088261 90088551
uc021ryj.1 4 90921573 90925249
uc021rym.1 1 92270204 92270317
uc021ryn.1 1 92493739 92493765
uc021saz.1 2 94393687 94395954
uc021sba.1 5 94577078 94583033
uc021sbe.1 1 95604255 95604323
uc021sbl.1 1 98521572 98521613
uc021sbm.1 1 99289908 99289999
uc021sbo.1 1 100049353 100049455
uc021sbp.1 1 100575991 100576090
uc021sbr.1 1 100953880 100954124
uc021sbt.1 1 101280827 101280911
uc021sbu.1 1 101282377 101282581
uc021sbv.1 1 101292620 101292707
uc021sbz.1 1 101318726 101318824
uc021sca.1 1 101335396 101335485
uc021scb.1 1 101341369 101341441
uc021scc.1 1 101347343 101347457
uc021scd.1 1 101348222 101348315
uc021sce.1 1 101350819 101350913
uc021scf.1 1 101364256 101364333
uc021scg.1 1 101377475 101377554
uc021sch.1 1 101382172 101382230
uc021sci.1 1 101396255 101396327
uc021scj.1 1 101422576 101422649
uc021sck.1 1 101443725 101443803
uc021scl.1 1 101464803 101464878
uc021scm.1 1 101489661 101489757
uc021scn.1 1 101490878 101490958
uc021sco.1 1 101491900 101491988
uc021scp.1 1 101492356 101492444
uc021scq.1 1 101493121 101493201
uc021scr.1 1 101493436 101493520
uc021scs.1 1 101496388 101496466
uc021sct.1 1 101498323 101498401
uc021scu.1 1 101500091 101500173
uc021scv.1 1 101501265 101501346
uc021scw.1 1 101501585 101501662
uc021scx.1 1 101505682 101505762
uc021scy.1 1 101506162 101506271
uc021scz.1 1 101506405 101506485
uc021sda.1 1 101506555 101506636
uc021sdb.1 1 101506772 101506872
uc021sdc.1 1 101507699 101507781
uc021sdd.1 1 101509313 101509398
uc021sde.1 1 101510534 101510619
uc021sdf.1 1 101512791 101512875
uc021sdg.1 1 101513657 101513735
uc021sdh.1 1 101514237 101514316
uc021sdi.1 1 101514994 101515085
uc021sdj.1 1 101515886 101515983
uc021sdk.1 1 101518782 101518862
uc021sdl.1 1 101521594 101521660
uc021sdm.1 1 101521755 101521828
uc021sdn.1 1 101522555 101522637
uc021sdo.1 1 101526381 101526462
uc021sdp.1 1 101526909 101527011
uc021sdq.1 1 101530831 101530915
uc021sdr.1 1 101531636 101531715
uc021sds.1 1 101531783 101531874
uc021sdt.1 1 101532248 101532328
uc021sdu.1 1 101532770 101532849
uc021sdv.1 1 101533060 101533138
uc021sdx.1 1 102027687 102029789
uc021sdz.1 1 102783428 102783502
uc021sea.1 5 102814615 102829051
uc021sed.1 1 103005980 103006063
uc021see.1 1 103766554 103766577
uc021sei.1 1 104192070 104192090
uc021sej.1 1 104583754 104583840
uc021sek.1 1 105144030 105144086
uc021seu.1 2 106744268 106744966
uc021sev.1 1 20319594 20319625
uc021sew.1 1 20446055 20446082
uc021sex.1 1 20739311 20739342
uc021sey.1 1 20744538 20744567
uc021sez.1 1 20771429 20771455
uc021sfa.1 1 20777431 20777451
uc021sfb.1 1 21033904 21033932
uc021sfc.1 1 21033955 21033995
uc021sfd.1 1 22040579 22040607
uc021sfe.1 1 22043827 22043867
uc021sff.1 2 22448275 22448786
uc021sfg.1 3 22546564 22570831
uc021sfh.1 1 22675147 22675241
uc021sfi.1 1 22705928 22705948
uc021sfj.1 1 22711944 22711970
uc021sfk.1 1 22738792 22738821
uc021sfl.1 1 22743752 22743783
uc021sfm.1 1 23259258 23259284
uc021sfn.1 1 23259601 23259636
uc021sfo.1 1 23264308 23264337
uc021sfp.1 1 23264927 23264947
uc021sfq.1 1 23406085 23406116
uc021sfr.1 1 23439242 23439277
uc021sfs.1 1 23444829 23444849
uc021sft.1 1 23571890 23571921
uc021sfu.1 1 23574572 23574601
uc021sfv.2 18 23599894 23613471
uc021sfw.1 1 23609652 23609672
uc021sfx.1 1 23684611 23685207
uc021sfy.1 8 23686020 23692390
uc021sfz.1 1 23807208 23807278
uc021sgc.1 1 26093893 26093972
uc021sgd.1 5 26147506 26298267
uc021sge.1 1 26327380 26327452
uc021sgi.1 11 27112272 27194357
uc021sgj.1 1 28600726 28600755
uc021sgk.1 1 28627953 28627988
uc021sgl.1 1 28633576 28633596
uc021sgm.1 1 28671636 28671730
uc021sgn.1 1 28735897 28735991
uc021sgo.1 1 28768331 28768351
uc021sgp.1 1 28803466 28803495
uc021sgq.1 2 28947499 28947622
uc021sgr.1 1 28953530 28953556
uc021sgs.1 2 29033388 29034538
uc021sgt.1 14 29034979 29101720
uc021sgu.1 1 30379163 30379189
uc021sgv.1 1 30383847 30384131
uc021sgw.1 1 30384454 30384483
uc021sgx.1 1 30385073 30385093
uc021sgy.1 2 30385179 30385302
uc021sgz.1 1 30393355 30393381
uc021sha.1 17 30427989 30439395
uc021shb.1 1 30431263 30431289
uc021shc.1 1 30431667 30431702
uc021shd.1 1 30435918 30436202
uc021she.1 1 30437141 30437161
uc021shf.1 1 30688374 30688410
uc021shg.1 1 30688853 30688897
uc021shh.1 1 30688965 30688999
uc021shi.1 2 30696343 30696466
uc021shj.1 1 30696552 30696572
uc021shk.1 1 30697514 30697798
uc021shl.1 3 30698915 30700176
uc021shm.1 1 30700507 30700546
uc021shn.1 1 30847017 30847044
uc021sho.1 1 30852848 30853132
uc021shp.1 1 30854074 30854094
uc021shq.1 2 30854180 30854303
uc021shr.1 1 30862352 30862378
uc021shs.1 1 30906135 30906155
uc021shv.1 1 31087686 31087712
uc021shw.1 1 31089586 31089625
uc021shx.1 1 31093570 31093590
uc021shy.1 2 31093676 31093793
uc021sia.1 27 31293263 31453476
uc021sib.1 4 31514970 31523050
uc021sic.2 10 32322685 32462384
uc021sid.1 1 32685591 32685611
uc021sie.1 1 32686547 32686831
uc021sif.1 1 32729619 32729645
uc021sig.1 1 32737916 32737936
uc021sih.1 1 32738879 32739163
uc021sij.1 1 32741875 32741914
uc021sil.1 1 32891572 32891611
uc021sim.1 1 32895549 32895569
uc021sin.1 2 32895655 32895778
uc021sip.1 1 33262927 33262992
uc021siq.1 1 34014692 34014797
uc021sis.1 1 34666315 34666619
uc021sit.1 1 34674269 34674351
uc021siu.1 1 34677950 34677976
uc021siv.1 1 34679158 34679245
uc021siw.1 1 34812854 34812880
uc021six.1 1 34820490 34820572
uc021siz.1 1 35664456 35664565
uc021sja.1 1 36219056 36219124
uc021sje.1 4 40331511 40359710
uc021sjf.1 1 40573644 40574787
uc021sji.1 1 40886022 40886104
uc021sjm.1 1 41983782 41983876
uc021sjn.1 1 42144110 42144227
uc021sjo.1 1 42158692 42158749
uc021sjp.1 20 42273779 42342901
uc021sjq.1 1 42491767 42491864
uc021sjr.1 20 42502725 42565755
uc021sjv.1 1 43539877 43539979
uc021ska.1 1 43925928 43927115
uc021ske.1 1 44085856 44085957
uc021ski.1 1 45176813 45176978
uc021skj.1 1 45295061 45295226
uc021skk.1 1 45490803 45490875
uc021skm.1 1 45492610 45492682
uc021sko.2 1 45670897 45672321
uc021skr.1 1 49334536 49334840
uc021sks.2 1 49448494 49450822
uc021skt.1 1 49461266 49461350
uc021skv.1 1 50536823 50537128
uc021skw.1 1 50652525 50652607
uc021sky.1 7 50792758 50838902
uc021sla.1 1 51525431 51525551
uc021slb.1 1 51534386 51534461
uc021slc.1 1 51543546 51543582
uc021sle.1 1 51551890 51552606
uc021slf.1 1 51557725 51557755
uc021slg.1 1 51558439 51558475
uc021slh.1 1 51568560 51568591
uc021sli.1 1 51571425 51571483
uc021slj.1 1 51571575 51571606
uc021slk.1 1 51572986 51573445
uc021sll.1 1 51578440 51578490
uc021sln.1 1 51579276 51579305
uc021slo.1 1 51579760 51579791
uc021slp.1 1 51579857 51579930
uc021slq.1 1 51580359 51580388
uc021slr.1 1 51580871 51580940
uc021sls.1 1 51581042 51581075
uc021slt.1 1 51581135 51581177
uc021slu.1 1 51582267 51582298
uc021slv.1 1 51583124 51583176
uc021slw.1 1 51583791 51583828
uc021slx.1 1 51584105 51584148
uc021sly.1 1 51584569 51584604
uc021slz.1 1 51585224 51585272
uc021sma.1 1 51585559 51585606
uc021smb.1 1 51585635 51585685
uc021smc.1 1 51590457 51590493
uc021smd.1 1 51591428 51591479
uc021sme.1 1 51591796 51591827
uc021smf.1 1 51591834 51591862
uc021smg.1 1 51592244 51592286
uc021smh.1 1 51592524 51592595
uc021smi.1 1 51593082 51593303
uc021smj.1 1 51593475 51593552
uc021sml.1 1 51594624 51594661
uc021smm.1 1 51595106 51595144
uc021smn.1 1 51595234 51595275
uc021smp.1 1 52569313 52569397
uc021smq.1 1 53944173 53944320
uc021smr.1 31 54305100 54920806
uc021smt.1 2 55609654 55611392
uc021smv.1 1 55665137 55665232
uc021smx.1 1 59052664 59052880
uc021smy.1 1 59463381 59463461
uc021snb.1 1 60641326 60641350
uc021snd.1 1 60643390 60643412
uc021sne.1 1 60643424 60643450
uc021snf.1 1 60644610 60644633
uc021sng.1 1 60674555 60674578
uc021snh.1 1 60678229 60678259
uc021snj.1 1 61028979 61029078
uc021snk.1 1 61571589 61571875
uc021snn.1 1 62514118 62514153
uc021sno.1 1 62514286 62514330
uc021snp.1 1 62514597 62514631
uc021snq.1 1 62514878 62514920
uc021snr.1 1 62515075 62515109
uc021sns.1 1 62515158 62515195
uc021snt.1 1 62515211 62515244
uc021snu.1 1 62515737 62515768
uc021snv.1 1 62523739 62523776
uc021snw.1 1 62524418 62524449
uc021snx.1 1 62531850 62531902
uc021sny.1 1 62531928 62531971
uc021snz.1 1 62534208 62534238
uc021soa.1 1 62534933 62534982
uc021sob.1 1 62535715 62535757
uc021soc.1 1 62537772 62537806
uc021sod.1 1 62538850 62538890
uc021soe.1 1 62539113 62539150
uc021sof.1 1 62539585 62539616
uc021sog.1 1 62539621 62539658
uc021soh.1 1 62542515 62542546
uc021soi.1 1 62542567 62542606
uc021soj.1 1 62543173 62543237
uc021sok.1 1 62543339 62543381
uc021sol.1 1 62544604 62544653
uc021som.1 1 62545375 62545429
uc021son.1 1 62545485 62545518
uc021soo.1 1 62546281 62546317
uc021sop.1 1 62547125 62547162
uc021soq.1 1 62547559 62547588
uc021sor.1 1 62547749 62547793
uc021sos.1 1 62548179 62548241
uc021sot.1 1 62549794 62549824
uc021sov.1 1 64163128 64163218
uc021soy.1 1 65054585 65054714
uc021spa.1 1 65989170 65989274
uc021spb.1 1 66011583 66011670
uc021spc.1 1 66161399 66161471
uc021spd.1 1 66332570 66332670
uc021spe.1 1 67280048 67280100
uc021spf.1 6 67695948 67814182
uc021spg.1 3 67807259 67813311
uc021spj.1 12 68908878 69020144
uc021spk.1 1 69094188 69094264
uc021spl.1 2 69116302 69489862
uc021spm.1 1 70371710 70371807
uc021spn.1 1 70403418 70403470
uc021spo.1 1 70485574 70485683
uc021spp.1 1 70507573 70507693
uc021spt.1 3 72410630 72433311
uc021spv.1 1 72491955 72491985
uc021spw.1 1 72879557 72879654
uc021spx.1 1 72953750 72953789
uc021sqb.1 1 74355216 74355242
uc021sqc.1 1 74365665 74365696
uc021sqd.1 1 74368141 74368180
uc021sqh.1 4 74495341 74505220
uc021sql.1 1 75081012 75081098
uc021sqn.1 1 75585028 75585056
uc021sqo.1 1 75645951 75646026
uc021sqq.1 1 76031603 76031629
uc021sqr.1 1 76054555 76054656
uc021sqs.1 1 76074572 76074602
uc021sqt.1 1 76076802 76076831
uc021squ.1 1 76078775 76078808
uc021sqv.1 1 76551629 76552493
uc021sqx.1 1 76674764 76674838
uc021sqy.1 8 77400497 77712446
uc021srb.1 1 78191477 78191503
uc021src.1 1 78202850 78202878
uc021srd.1 1 78330871 78330937
uc021sre.1 1 78383513 78383639
uc021srg.1 1 78620683 78620786
uc021srh.1 1 79026152 79026182
uc021sri.1 1 79030687 79030715
uc021srj.1 1 79152903 79152976
uc021srk.1 12 79214091 79237420
uc021srl.1 2 79484048 79576287
uc021srn.1 1 80036996 80037069
uc021sro.1 1 80109690 80109792
uc021ssa.1 1 80491137 80492976
uc021ssc.1 1 81134318 81134414
uc021ssd.1 1 81134368 81134389
uc021ssf.1 1 81289757 81289814
uc021ssh.1 18 81517639 81605104
uc021ssk.1 22 81624759 81666418
uc021ssl.1 24 82585620 82626915
uc021ssm.1 1 82614858 82614903
uc021ssn.1 9 82633122 82641706
uc021sso.1 1 82664415 82665114
uc021ssp.1 1 82734436 82734472
uc021ssq.1 12 82753446 82769399
uc021sst.1 1 82817074 82817110
uc021ssv.1 24 82882945 82924242
uc021ssw.1 1 82912184 82912229
uc021ssx.1 12 82970478 82986427
uc021ssz.1 12 83009406 83018198
uc021stb.1 1 83110961 83110997
uc021stc.1 1 83112372 83112400
uc021std.1 1 83201417 83201453
uc021ste.1 1 83736086 83736167
uc021stf.1 1 84386178 84386274
uc021stg.1 10 84748938 84795353
uc021sth.1 1 84838302 84838338
uc021sti.1 1 84839713 84839741
uc021stj.1 3 84841241 84850985
uc021stk.1 8 84860599 84878025
uc021stl.1 1 84871729 84871765
uc021stm.1 1 84910669 84910697
uc021stn.2 12 84904524 84914120
uc021sto.1 1 84948106 84948134
uc021stp.1 1 84951427 84951455
uc021stq.1 1 84979927 84979963
uc021str.1 1 85045805 85050249
uc021sts.1 1 85047209 85047245
uc021stu.1 4 85114364 85123412
uc021stx.1 1 86313726 86313809
uc021sty.1 1 86365085 86365188
uc021stz.1 1 86681499 86681610
uc021sub.1 4 88795960 88814297
uc021suc.1 1 89151337 89151428
uc021sud.1 1 89155077 89155155
uc021sue.1 1 89878303 89878376
uc021sui.1 1 90836503 90836532
uc021sul.1 1 92254301 92254374
uc021sum.1 1 92960776 92960919
uc021sun.1 1 93116238 93116277
uc021suo.1 1 93118123 93118179
uc021sup.1 1 93119586 93119624
uc021sur.1 1 93120107 93120143
uc021sus.1 1 93121021 93121059
uc021sut.1 1 93121589 93121618
uc021suu.1 1 93121656 93121697
uc021suv.1 1 93121788 93121826
uc021suw.1 1 93122277 93122307
uc021suy.1 1 93125740 93125776
uc021sva.1 1 93126885 93126926
uc021svb.1 1 93127000 93127041
uc021svc.1 1 93127133 93127175
uc021svd.1 1 93127771 93127842
uc021sve.1 1 93128268 93128301
uc021svf.1 1 93129309 93129373
uc021svg.1 1 93129464 93129494
uc021svh.1 1 93130539 93130572
uc021svi.1 1 93147132 93147170
uc021svj.1 1 93151238 93151294
uc021svl.1 1 93152741 93152770
uc021svm.2 1 93338713 93340338
uc021svq.1 1 93438055 93441319
uc021svr.1 1 93447628 93447705
uc021svv.1 1 93829466 93829550
uc021svw.1 1 93955933 93955980
uc021svx.1 1 93957919 93957995
uc021svy.1 1 93958364 93958392
uc021svz.1 1 93958463 93958491
uc021swa.1 1 93958692 93958754
uc021swb.1 1 93958953 93958982
uc021swc.1 1 93959182 93959233
uc021swd.1 1 93963461 93963505
uc021swe.1 1 93965023 93965053
uc021swf.1 1 93965687 93965717
uc021swh.1 1 96615638 96615661
uc021swi.1 1 96876489 96876536
uc021swj.1 1 97312148 97312178
uc021swk.1 1 97313184 97313220
uc021swl.1 1 97314398 97314432
uc021swm.1 1 97314965 97314997
uc021swn.1 1 97315156 97315216
uc021swo.1 1 97316931 97316961
uc021swp.1 1 97317561 97317615
uc021swq.1 1 97321250 97321285
uc021swr.1 1 97321363 97321403
uc021sws.1 1 97321802 97321835
uc021swt.1 1 97322129 97322159
uc021swu.1 1 97322161 97322216
uc021swv.1 1 97322554 97322593
uc021sww.1 1 97323512 97323577
uc021swx.1 1 97323977 97324014
uc021swy.1 1 97324088 97324124
uc021sxb.1 1 97324893 97324938
uc021sxc.1 1 97324965 97325011
uc021sxe.1 1 97325483 97325529
uc021sxf.1 1 97326074 97326105
uc021sxg.1 1 97896726 97897019
uc021sxh.1 1 99327654 99327731
uc021sxj.1 1 99571772 99574275
uc021sxk.1 1 100221990 100222082
uc021sxl.1 2 100330360 100335657
uc021sxm.1 1 100337611 100337651
uc021sxo.1 1 100340093 100340147
uc021sxp.1 2 100605272 100607374
uc021sxq.1 1 101178567 101178662
uc021sxr.1 5 101390035 101404501
uc021sxs.1 1 101449472 101453362
uc021sxt.1 3 101715927 101792137
uc021sxu.1 7 101811213 101817700
uc021sxw.2 1 101839860 101841742
uc021sxy.1 1 102293408 102293886
uc021sxz.1 1 102293992 102294022
uc021sya.1 1 102294026 102294056
uc021syb.1 1 102294160 102294210
uc021syc.1 1 102294400 102294449
uc021syd.1 1 102294518 102294548
uc021sye.1 1 102294538 102294602
uc021syf.1 1 102294830 102294861
uc021syg.1 1 102295104 102295134
uc021syh.1 1 102295699 102295750
uc021syi.1 1 102295903 102295972
uc021syj.1 1 102296005 102296035
uc021syk.1 1 102296039 102296069
uc021syl.1 1 102296238 102296288
uc021sym.1 1 102296991 102297021
uc021syn.1 1 102297517 102297547
uc021syo.1 1 102298347 102298377
uc021syp.1 1 102298381 102298411
uc021syq.1 1 102298568 102298600
uc021syr.1 1 102299218 102299248
uc021sys.1 1 102299224 102299257
uc021syt.1 1 102299642 102299672
uc021syu.1 1 102299835 102299865
uc021syv.1 1 102299889 102299919
uc021syw.1 1 102300102 102300145
uc021syx.1 1 102301376 102301405
uc021syy.1 1 102303023 102303055
uc021syz.1 1 102303324 102303355
uc021sza.1 1 102304162 102304209
uc021szb.1 1 102311987 102312030
uc021szc.1 1 102312328 102312362
uc021szd.1 1 102312852 102312896
uc021sze.1 1 102313674 102313703
uc021szf.1 1 102315599 102315644
uc021szg.1 1 102316500 102316537
uc021szh.1 1 102317999 102318034
uc021szi.1 1 102318415 102318445
uc021szj.1 5 102382321 102390527
uc021szk.1 4 102501015 102513250
uc021szr.1 1 593276 593366
uc021szv.1 7 640076 679273
uc021szx.1 1 686735 686806
uc021taa.1 6 742499 755825
uc021tac.1 1 820182 820277
uc021tae.1 11 903634 1020984
uc021taf.1 2 1122755 1131454
uc021tai.1 1 1784985 1785067
uc021tak.1 2 1903351 2173093
uc021tam.1 4 1988233 1993294
uc021tap.1 1 2140195 2140285
uc021taq.1 1 2183119 2183205
uc021tar.1 1 2185977 2186130
uc021tas.1 1 2320713 2320773
uc021tat.1 1 2321747 2321841
uc021tau.1 1 2324620 2324692
uc021tav.1 4 2563726 2570224
uc021taw.1 1 2581922 2582006
uc021tax.1 6 3048955 3050814
uc021tbd.1 1 3200674 3200747
uc021tbe.1 1 3202608 3202680
uc021tbf.1 1 3202900 3202973
uc021tbg.1 1 3207405 3207478
uc021tbh.1 1 3208922 3208994
uc021tbi.1 1 3210385 3210480
uc021tbj.1 1 3214938 3215011
uc021tbk.1 1 3220960 3221031
uc021tbl.1 1 3222048 3222120
uc021tbm.1 1 3225691 3225764
uc021tbn.1 1 3230554 3230627
uc021tbo.1 1 3232634 3232706
uc021tbp.1 1 3234132 3234204
uc021tbq.1 1 3238093 3238165
uc021tbr.1 1 3239633 3239705
uc021tbs.1 1 3241500 3241573
uc021tbt.1 1 3241988 3242060
uc021tbu.1 1 3243917 3243990
uc021tbv.1 1 3246152 3246225
uc021tcd.1 1 3419812 3419884
uc021tce.1 1 3421052 3422283
uc021tcm.1 4 4845378 4846492
uc021tcp.1 1 6798908 6798970
uc021tcr.1 1 8799312 8799374
uc021tct.1 1 9328773 9328803
uc021tcu.1 1 9658246 9658354
uc021tcv.1 1 9693953 9694085
uc021tcw.1 1 10206501 10206530
